baths,beds,addressZipcode,addressCity,detailUrl,area,price,property_age
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/15703-NE-1st-St-Bellevue-WA-98008/48913703_zpid/,1300.0,1298900.0,40
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2719-162nd-Ave-SE-Bellevue-WA-98008/49068818_zpid/,1470.0,1279600.0,31
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1333-183rd-Ave-NE-Bellevue-WA-98008/49088777_zpid/,3040.0,1904900.0,38
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/4218-181st-Ave-SE-Bellevue-WA-98008/49092711_zpid/,1930.0,1085900.0,33
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/4218-181st-Ave-SE-Bellevue-WA-98008/2081398556_zpid/,1970.0,1340200.0,35
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/15617-NE-18th-St-UNIT-A204-Bellevue-WA-98008/48988779_zpid/,1187.0,509900.0,33
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/1715-157th-Ave-NE-A204-Bellevue-WA-98008/2117057681_zpid/,1187.0,509900.0,36
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16426-SE-1st-St-Bellevue-WA-98008/48914002_zpid/,2390.0,1226500.0,44
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16634-SE-25th-St-Bellevue-WA-98008/49068730_zpid/,1950.0,1716800.0,41
4.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2247-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008/49120950_zpid/,3791.0,2174000.0,34
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2414-158th-Ave-SE-Bellevue-WA-98008/49005715_zpid/,1721.0,1308100.0,43
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16460-SE-35th-St-Bellevue-WA-98008/48851283_zpid/,2070.0,1423400.0,32
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/17110-NE-5th-Pl-Bellevue-WA-98008/48914065_zpid/,1750.0,1250300.0,39
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/15929-NE-27th-Pl-Bellevue-WA-98008/49055659_zpid/,2340.0,1827400.0,36
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/264-169th-Ave-NE-Bellevue-WA-98008/49106629_zpid/,2042.0,689700.0,37
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/620-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008/49044158_zpid/,2790.0,3665000.0,40
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16420-SE-22nd-St-Bellevue-WA-98008/49005729_zpid/,2150.0,1832400.0,37
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1246-169th-Pl-NE-Bellevue-WA-98008/48915084_zpid/,2310.0,1667800.0,40
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2401-169th-Pl-SE-Bellevue-WA-98008/49043320_zpid/,4020.0,2410900.0,44
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/15857-SE-12th-Pl-Bellevue-WA-98008/48912658_zpid/,2040.0,1303500.0,42
1.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/80-159th-Pl-NE-Bellevue-WA-98008/48913434_zpid/,1220.0,1309300.0,43
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16646-SE-17th-Pl-Bellevue-WA-98008/48654961_zpid/,2800.0,1686900.0,38
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/429-167th-Ave-NE-Bellevue-WA-98008/48913902_zpid/,2350.0,1349000.0,45
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16912-SE-39th-St-Bellevue-WA-98008/49107857_zpid/,1430.0,982800.0,41
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/3911-171st-Pl-NE-Bellevue-WA-98008/48773930_zpid/,2050.0,1348800.0,39
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1213-158th-Ave-SE-Bellevue-WA-98008/48912646_zpid/,2200.0,1059800.0,38
4.0,6.0,98008,Sammamish,https://www.zillow.com/homedetails/110-174th-Pl-NE-Bellevue-WA-98008/48914619_zpid/,3910.0,1830400.0,38
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1337-176th-Ave-NE-Bellevue-WA-98008/49088556_zpid/,3000.0,1637800.0,32
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/101-174th-Pl-NE-Bellevue-WA-98008/48914625_zpid/,3352.0,2308200.0,45
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1801-184th-Ave-NE-Bellevue-WA-98008/49088835_zpid/,2460.0,1743300.0,43
1.75,4.0,98008,Sammamish,https://www.zillow.com/homedetails/18016-SE-40th-Pl-Bellevue-WA-98008/48761741_zpid/,2130.0,3478100.0,37
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1120-170th-Ave-NE-Bellevue-WA-98008/48915118_zpid/,3010.0,2474100.0,32
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2454-161st-Ave-NE-Bellevue-WA-98008/49055600_zpid/,1480.0,1396400.0,32
2.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16100-SE-33rd-Cir-UNIT-1303-Bellevue-WA-98008/49069018_zpid/,1479.0,914900.0,40
6.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/17905-NE-13th-St-Bellevue-WA-98008/49088549_zpid/,4290.0,3532500.0,40
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16169-SE-33rd-Cir-Bellevue-WA-98008/2069221622_zpid/,1479.0,913500.0,33
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16514-SE-30th-St-Bellevue-WA-98008/48908783_zpid/,1930.0,1377000.0,31
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/255-167th-Pl-NE-Bellevue-WA-98008/49106696_zpid/,1670.0,924400.0,40
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16857-NE-25th-St-Bellevue-WA-98008/48684169_zpid/,2200.0,1798300.0,30
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16627-SE-7th-St-Bellevue-WA-98008/48912970_zpid/,4827.0,3380600.0,42
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16817-NE-6th-St-Bellevue-WA-98008/48914070_zpid/,2230.0,1548400.0,36
3.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/15760-NE-14th-Aly-Bellevue-WA-98008/332976326_zpid/,1550.0,1003100.0,39
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1042-168th-Ave-SE-Bellevue-WA-98008/48912998_zpid/,3120.0,1306800.0,36
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2630-168th-Ave-SE-Bellevue-WA-98008/49068753_zpid/,3320.0,2848300.0,39
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/854-176th-Ave-NE-Bellevue-WA-98008/48702628_zpid/,1620.0,1135800.0,38
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/820-171st-Pl-NE-Bellevue-WA-98008/48914234_zpid/,3120.0,1510200.0,31
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1465-185th-Ave-NE-Bellevue-WA-98008/49088978_zpid/,2780.0,2465600.0,32
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16045-NE-28th-St-Bellevue-WA-98008/49055541_zpid/,1420.0,1306800.0,33
3.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/15707-NE-14th-Aly-Bellevue-WA-98008/305488618_zpid/,1796.0,1236400.0,36
4.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/15707-NE-14th-Aly-UNIT-2304-Bellevue-WA-98008/2068074791_zpid/,1796.0,1236400.0,37
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16672-NE-12th-St-Bellevue-WA-98008/48858428_zpid/,940.0,1171100.0,34
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1413-179th-Pl-NE-Bellevue-WA-98008/2133744378_zpid/,1890.0,1593500.0,32
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/442-168th-Ave-SE-Bellevue-WA-98008/48913016_zpid/,2340.0,1766300.0,44
1.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/633-165th-Ave-NE-Bellevue-WA-98008/48913825_zpid/,1820.0,1902200.0,34
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16504-SE-29th-St-Bellevue-WA-98008/48908756_zpid/,2200.0,1422600.0,40
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/157-159th-Pl-SE-Bellevue-WA-98008/48914525_zpid/,2070.0,1567100.0,36
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16516-SE-34th-St-Bellevue-WA-98008/48770402_zpid/,2160.0,1233700.0,38
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1339-165th-Ave-NE-Bellevue-WA-98008/48858458_zpid/,4365.0,3006300.0,44
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/940-170th-Pl-SE-Bellevue-WA-98008/49120842_zpid/,3150.0,2568000.0,45
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/17501-NE-4th-Pl-Bellevue-WA-98008/48914732_zpid/,3670.0,2298100.0,44
5.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1820-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008/49037060_zpid/,3665.0,2818100.0,37
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/412-164th-Ave-NE-Bellevue-WA-98008/48913841_zpid/,1160.0,1141700.0,35
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/17110-NE-2nd-Pl-Bellevue-WA-98008/49106581_zpid/,1360.0,628900.0,35
1.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/16205-NE-12th-Ct-APT-E69-Bellevue-WA-98008/49098718_zpid/,923.0,372500.0,31
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/17800-NE-12th-St-Bellevue-WA-98008/48702719_zpid/,1780.0,1354500.0,37
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16629-SE-10th-St-Bellevue-WA-98008/48912920_zpid/,2240.0,1257600.0,35
3.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/4115-178th-Ln-SE-APT-2-Bellevue-WA-98008/48927676_zpid/,962.0,561100.0,45
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1828-177th-Ave-NE-Bellevue-WA-98008/48663156_zpid/,2450.0,1547600.0,44
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16753-NE-23rd-Pl-Bellevue-WA-98008/48663022_zpid/,1250.0,1201700.0,39
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16805-NE-18th-St-Bellevue-WA-98008/48683931_zpid/,2020.0,1402500.0,36
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1427-180th-Ave-NE-Bellevue-WA-98008/49088663_zpid/,2200.0,1634600.0,45
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/15659-SE-9th-St-Bellevue-WA-98008/48912555_zpid/,1710.0,1562500.0,32
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/15920-NE-15th-St-11-Bellevue-WA-98008/48763807_zpid/,1057.0,793000.0,44
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/116-164th-Ave-NE-Bellevue-WA-98008/48913546_zpid/,2070.0,1141100.0,35
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/16146-NE-15th-St-Bellevue-WA-98008/402487936_zpid/,1057.0,790900.0,42
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16648-NE-12th-St-Bellevue-WA-98008/48858424_zpid/,3947.0,2800000.0,44
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/504-175th-Pl-NE-Bellevue-WA-98008/48914729_zpid/,3180.0,1836900.0,34
2.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/647-164th-Ave-SE-Bellevue-WA-98008/48913147_zpid/,2400.0,1295500.0,33
4.0,6.0,98008,Sammamish,https://www.zillow.com/homedetails/2833-165th-Ave-SE-Bellevue-WA-98008/48908741_zpid/,3200.0,2050400.0,41
5.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1448-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008/49037083_zpid/,3999.0,2755100.0,31
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16658-SE-17th-St-Bellevue-WA-98008/48936918_zpid/,4125.0,3188100.0,35
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16122-NE-15th-St-22D-Bellevue-WA-98008/48763821_zpid/,1280.0,891500.0,38
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1011-166th-Pl-NE-Bellevue-WA-98008/48858362_zpid/,4231.0,3082200.0,38
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/3335-166th-Pl-SE-Bellevue-WA-98008/48713711_zpid/,1780.0,1202300.0,33
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16042-NE-28th-St-Bellevue-WA-98008/49003763_zpid/,2280.0,1639900.0,33
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/17833-NE-9th-St-Bellevue-WA-98008/48702650_zpid/,3050.0,2019900.0,30
4.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/15745-NE-14th-Rte-Bellevue-WA-98008/332976334_zpid/,1796.0,1263600.0,41
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/17015-SE-25th-St-Bellevue-WA-98008/49043359_zpid/,3290.0,1963400.0,33
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/4185-W-Lake-Sammamish-Pkwy-SE-APT-B106-Bellevue-WA-98008/49043660_zpid/,886.0,417200.0,43
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1632-167th-Ave-NE-Bellevue-WA-98008/48858530_zpid/,1240.0,1320700.0,42
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/40-165th-Ave-SE-Bellevue-WA-98008/48913981_zpid/,2760.0,1688500.0,36
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16911-NE-12th-St-Bellevue-WA-98008/48915100_zpid/,2622.0,1366200.0,45
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/17616-SE-40th-Pl-Bellevue-WA-98008/49077569_zpid/,4849.0,5870300.0,45
4.5,5.0,98008,Sammamish,https://www.zillow.com/homedetails/15638-Lake-Hills-Blvd-Bellevue-WA-98008/48913182_zpid/,4550.0,2884600.0,36
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/318-164th-Ave-NE-Bellevue-WA-98008/48913536_zpid/,1830.0,1325900.0,45
5.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/610-174th-Pl-NE-Bellevue-WA-98008/48914598_zpid/,3420.0,2048500.0,40
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1606-180th-Ave-NE-Bellevue-WA-98008/49088692_zpid/,2580.0,2066100.0,33
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1344-183rd-Ave-NE-Bellevue-WA-98008/49088768_zpid/,3388.0,2790300.0,40
4.0,7.0,98008,Sammamish,https://www.zillow.com/homedetails/30-174th-Pl-NE-Bellevue-WA-98008/48914621_zpid/,3370.0,1780200.0,33
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2405-162nd-Ave-NE-Bellevue-WA-98008/49055610_zpid/,1560.0,1092200.0,41
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16203-NE-3rd-St-Bellevue-WA-98008/48913506_zpid/,2100.0,1611900.0,38
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/312-160th-Ave-NE-Bellevue-WA-98008/48913565_zpid/,1030.0,1320600.0,30
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2712-169th-Ave-NE-Bellevue-WA-98008/48684191_zpid/,2010.0,1461100.0,43
1.75,3.0,98008,Sammamish,https://www.zillow.com/homedetails/17209-NE-14th-St-Bellevue-WA-98008/48869844_zpid/,1570.0,1484200.0,42
3.0,6.0,98008,Sammamish,https://www.zillow.com/homedetails/431-158th-Pl-SE-Bellevue-WA-98008/48913309_zpid/,2580.0,1660300.0,31
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/131-163rd-Pl-SE-Bellevue-WA-98008/48913382_zpid/,4225.0,2985100.0,35
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/15733-SE-4th-St-Bellevue-WA-98008/48913608_zpid/,2160.0,1636200.0,44
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16714-NE-5th-Pl-Bellevue-WA-98008/48914037_zpid/,1340.0,1381200.0,33
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16217-NE-26th-St-Bellevue-WA-98008/49055612_zpid/,1370.0,1301300.0,45
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/1450-158th-Ct-NE-Bellevue-WA-98008/2054921587_zpid/,1378.0,1032300.0,44
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/1015-165th-Pl-NE-Bellevue-WA-98008/48858335_zpid/,3887.0,2757800.0,39
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/15812-SE-26th-St-Bellevue-WA-98008/49005711_zpid/,2980.0,1961900.0,33
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2430-169th-Pl-SE-Bellevue-WA-98008/49043328_zpid/,3610.0,2620400.0,42
3.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1410-157th-Ave-NE-Bellevue-WA-98008/305488627_zpid/,2002.0,1278500.0,44
4.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1410-157th-Ct-NE-UNIT-1303-Bellevue-WA-98008/2073604918_zpid/,2002.0,1278500.0,41
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16028-Lake-Hills-Blvd-Bellevue-WA-98008/48913156_zpid/,3217.0,1886900.0,41
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1205-175th-Pl-NE-Bellevue-WA-98008/49089037_zpid/,2084.0,1598400.0,37
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/809-166th-Ave-NE-Bellevue-WA-98008/48858326_zpid/,1220.0,1514600.0,31
2.0,2.0,98008,Sammamish,https://www.zillow.com/homedetails/4183-W-Lake-Sammamish-Pkwy-SE-APT-B303-Bellevue-WA-98008/49043677_zpid/,891.0,434400.0,40
5.0,6.0,98008,Sammamish,https://www.zillow.com/homedetails/16298-NE-31st-Ct-Bellevue-WA-98008/339936435_zpid/,4249.0,3039600.0,32
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16659-Northup-Way-Bellevue-WA-98008/48807185_zpid/,2810.0,2186900.0,38
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/2706-162nd-Ave-SE-Bellevue-WA-98008/49068823_zpid/,1420.0,1319200.0,33
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16220-NE-12th-Ct-APT-C-40-Bellevue-WA-98008/49098761_zpid/,1056.0,529600.0,32
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16200-NE-12th-Ct-C40-Bellevue-WA-98008/2069534018_zpid/,1052.0,530700.0,39
4.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16114-SE-24th-St-Bellevue-WA-98008/48660017_zpid/,3550.0,2591000.0,45
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16902-SE-40th-Pl-Bellevue-WA-98008/48815582_zpid/,2610.0,1464900.0,39
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/3037-164th-Pl-NE-Bellevue-WA-98008/48798384_zpid/,1700.0,1353800.0,43
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16176-SE-9th-St-Bellevue-WA-98008/348990835_zpid/,4030.0,2997800.0,41
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1039-165th-Pl-NE-Bellevue-WA-98008/48858339_zpid/,940.0,1705600.0,40
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1014-185th-Ave-NE-Bellevue-WA-98008/49037165_zpid/,3390.0,2754200.0,40
2.0,1.0,98008,Sammamish,https://www.zillow.com/homedetails/3110-W-Lake-Sammamish-Pkwy-SE-APT-26-Bellevue-WA-98008/49043813_zpid/,1620.0,965300.0,39
1.0,1.0,98008,Sammamish,https://www.zillow.com/homedetails/3110-W-Lake-Sammamish-Pkwy-SE-APT-27-Bellevue-WA-98008/49043814_zpid/,1140.0,725400.0,35
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2648-169th-Ave-SE-Bellevue-WA-98008/48681483_zpid/,3640.0,2468300.0,39
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16251-NE-2nd-St-Bellevue-WA-98008/48913495_zpid/,1510.0,1458200.0,40
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16014-NE-2nd-St-Bellevue-WA-98008/48913534_zpid/,1540.0,1360000.0,42
2.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16100-SE-33rd-Cir-APT-202-Bellevue-WA-98008/49068959_zpid/,1479.0,972800.0,36
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1975-178th-Ave-NE-Bellevue-WA-98008/49129150_zpid/,2120.0,1565700.0,39
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16123-SE-33rd-Cir-Bellevue-WA-98008/2089039324_zpid/,1479.0,972800.0,42
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/18004-NE-12th-Pl-Redmond-WA-98008/49088744_zpid/,2826.0,2536600.0,43
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1632-168th-Pl-NE-Bellevue-WA-98008/48858596_zpid/,1270.0,1016800.0,44
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16627-SE-40th-Pl-Bellevue-WA-98008/48876575_zpid/,1920.0,1307300.0,33
4.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/17615-NE-8th-Pl-Bellevue-WA-98008/48702690_zpid/,3200.0,1607800.0,37
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1088-185th-Ave-NE-Bellevue-WA-98008/49037159_zpid/,3980.0,2615000.0,41
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/2436-158th-Pl-NE-Bellevue-WA-98008/48685228_zpid/,5220.0,2809300.0,45
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/15904-Main-St-Bellevue-WA-98008/48913432_zpid/,1970.0,1366700.0,35
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2000-166th-Ave-SE-Bellevue-WA-98008/48924568_zpid/,2000.0,1541100.0,36
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1205-165th-Ave-SE-Bellevue-WA-98008/49035003_zpid/,1440.0,1318200.0,30
2.5,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16100-SE-33rd-Cir-APT-702-Bellevue-WA-98008/49068979_zpid/,1380.0,734700.0,45
3.0,6.0,98008,Sammamish,https://www.zillow.com/homedetails/3530-169th-Ave-NE-Bellevue-WA-98008/49128968_zpid/,3200.0,1453900.0,37
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/16149-SE-33rd-Ln-702-Bellevue-WA-98008/345218333_zpid/,1380.0,734700.0,30
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2462-168th-Pl-NE-Bellevue-WA-98008/48684177_zpid/,2710.0,1951500.0,30
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/810-170th-Pl-NE-Bellevue-WA-98008/48914217_zpid/,2980.0,1648100.0,38
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16908-NE-23rd-Pl-Bellevue-WA-98008/48683812_zpid/,1700.0,1568100.0,34
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/17035-NE-21st-St-Bellevue-WA-98008/48683985_zpid/,1840.0,1464200.0,45
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/17050-Northup-Way-APT-7-Bellevue-WA-98008/48811485_zpid/,1490.0,820300.0,35
5.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16243-NE-3rd-St-Bellevue-WA-98008/48913512_zpid/,4002.0,3054400.0,39
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/17465-NE-11th-St-Bellevue-WA-98008/48702615_zpid/,2990.0,1508100.0,31
1.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/917-167th-Ave-NE-Bellevue-WA-98008/48858357_zpid/,1240.0,1475500.0,42
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1004-166th-Pl-NE-Bellevue-WA-98008/48858374_zpid/,990.0,1442300.0,35
1.0,1.0,98008,Sammamish,https://www.zillow.com/homedetails/626-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008/49044157_zpid/,2820.0,2908500.0,35
2.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/140-168th-Ave-NE-Bellevue-WA-98008/49106657_zpid/,1526.0,1067000.0,35
4.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/16040-NE-6th-St-Bellevue-WA-98008/48861027_zpid/,4440.0,2581800.0,32
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/1451-169th-Pl-NE-Bellevue-WA-98008/48915015_zpid/,1653.0,2909800.0,33
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/76-158th-Pl-SE-Bellevue-WA-98008/48913657_zpid/,1740.0,1502700.0,44
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1346-177th-Ave-NE-Bellevue-WA-98008/49088612_zpid/,2240.0,1602600.0,44
1.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/1053-160th-Ave-SE-Bellevue-WA-98008/48912590_zpid/,1260.0,2769400.0,41
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/912-165th-Ave-SE-Bellevue-WA-98008/48912889_zpid/,1360.0,1174600.0,31
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/3234-164th-Pl-SE-Bellevue-WA-98008/48851312_zpid/,2000.0,1351900.0,34
3.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/201-171st-Pl-NE-Bellevue-WA-98008/48914681_zpid/,2760.0,2159400.0,44
2.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/15605-SE-8th-St-Bellevue-WA-98008/48912528_zpid/,2020.0,1562300.0,36
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/2604-168th-Ave-SE-Bellevue-WA-98008/49068734_zpid/,2600.0,2148900.0,39
3.0,5.0,98008,Sammamish,https://www.zillow.com/homedetails/16206-SE-24th-St-Bellevue-WA-98008/48660015_zpid/,2460.0,1816300.0,33
3.0,3.0,98008,Sammamish,https://www.zillow.com/homedetails/17011-NE-34th-Pl-Bellevue-WA-98008/49129015_zpid/,1634.0,1449200.0,43
2.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/15803-SE-3rd-St-Bellevue-WA-98008/48913644_zpid/,1480.0,1352700.0,45
4.0,4.0,98008,Sammamish,https://www.zillow.com/homedetails/2121-170th-Ave-NE-Bellevue-WA-98008/48683843_zpid/,1960.0,1413200.0,41
